source_data_file,evidence_module,related_figure_or_section,raw_data_family,generating_script_or_pipeline,redistribution_status,column_count_preview,preview_columns
r23_camels_br_third_archive_bin_stats.csv,CAMELS-BR tropical third-archive replication,Fig. 2; Figs. S1-S2,CAMELS-BR v1.2,scripts/run_r23_camels_br_third_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,7,axis; bin; n_gauges; coord_median; beta_median; beta_iqr; beta_variance
r23_camels_br_third_archive_curves.csv,CAMELS-BR tropical third-archive replication,Fig. 2; Figs. S1-S2,CAMELS-BR v1.2,scripts/run_r23_camels_br_third_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,6,gauge_id; frequency; frequency_cpd; de; beta; tau_days
r23_camels_br_third_archive_gauge_summary.csv,CAMELS-BR tropical third-archive replication,Fig. 2; Figs. S1-S2,CAMELS-BR v1.2,scripts/run_r23_camels_br_third_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,59,gauge_id; n_years; missing_fraction; tau_acf_days; n_beta_rows; median_beta_all; gauge_name; gauge_lat
r23_camels_br_third_archive_random_tau_null.csv,CAMELS-BR tropical third-archive replication,Fig. 2; Figs. S1-S2,CAMELS-BR v1.2,scripts/run_r23_camels_br_third_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,6,raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins; draw
r23_camels_br_third_archive_storage_proxy_associations.csv,CAMELS-BR tropical third-archive replication,Fig. 2; Figs. S1-S2,CAMELS-BR v1.2,scripts/run_r23_camels_br_third_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,9,attribute; n; spearman_rho_logtau; p_value; partial_rank_rho_logtau; partial_p_value; attribute_type; q_value_bh
r23_camels_br_third_archive_subsample_stability.csv,CAMELS-BR tropical third-archive replication,Fig. 2; Figs. S1-S2,CAMELS-BR v1.2,scripts/run_r23_camels_br_third_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,7,raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins; draw; n_gauges
r23_cross_archive_storage_proxy_validation.csv,Cross-archive storage-proxy validation,Supplementary tables and source-data checks,CAMELS-US; CAMELS-GB v2; CAMELS-BR,scripts/analyze_r23_cross_archive_storage_proxy.py,derived non-sensitive CSV; raw third-party data not redistributed,11,archive; proxy; column; n; spearman_rho_logtau; p_value; partial_rank_rho_logtau; partial_p_value
r23_groundwater_storage_validation_hydrogeology_associations.csv,Groundwater/storage validation screen,Fig. 2; Fig. S3,CAMELS-GB v2 groundwater wells,scripts/run_r23_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,5,proxy; column; n; spearman_rho_logtau; p_value
r23_groundwater_storage_validation_nearest_gauge_sensitivity.csv,Groundwater/storage validation screen,Fig. 2; Fig. S3,CAMELS-GB v2 groundwater wells,scripts/run_r23_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,4,distance_threshold_km; n_wells; spearman_rho_log_gw_tau_vs_log_nearest_q_tau; p_value
r23_groundwater_storage_validation_well_summary.csv,Groundwater/storage validation screen,Fig. 2; Fig. S3,CAMELS-GB v2 groundwater wells,scripts/run_r23_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,33,gw_well_id_norm; gw_well_id; n_months; valid_months; missing_frac; tau_gw_months; gw_well_id_attr; gw_well_name
r24_groundwater_boundary_validation_all_containment.csv,Official-boundary groundwater-well containment check,Fig. 2; Fig. S3,CAMELS-GB v2 groundwater wells and boundaries,scripts/run_r24_groundwater_boundary_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,19,gw_well_id; gw_well_name; tau_gw_months; aquifer; gw_well_easting; gw_well_northing; contained_gauge_id; boundary_area_km2
r24_groundwater_boundary_validation_association_summary.csv,Official-boundary groundwater-well containment check,Fig. 2; Fig. S3,CAMELS-GB v2 groundwater wells and boundaries,scripts/run_r24_groundwater_boundary_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,5,contract; n; n_catchments; spearman_rho_log_gw_tau_vs_log_discharge_tau; p_value
r24_groundwater_boundary_validation_catchment_summary.csv,Official-boundary groundwater-well containment check,Fig. 2; Fig. S3,CAMELS-GB v2 groundwater wells and boundaries,scripts/run_r24_groundwater_boundary_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,12,contained_gauge_id; n_wells; median_tau_gw_months; mean_tau_gw_months; aquifers; boundary_area_km2; tau_acf_days; baseflow_index
r24_groundwater_boundary_validation_smallest_containing_wells.csv,Official-boundary groundwater-well containment check,Fig. 2; Fig. S3,CAMELS-GB v2 groundwater wells and boundaries,scripts/run_r24_groundwater_boundary_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,19,gw_well_id; gw_well_name; tau_gw_months; aquifer; gw_well_easting; gw_well_northing; contained_gauge_id; boundary_area_km2
r25_camels_aus_fourth_archive_archive_metrics.csv,CAMELS-AUS fourth-archive and portability synthesis,Fig. 2; Figs. S1-S2,CAMELS-AUS; cross-archive derived tables,scripts/run_r25_camels_aus_fourth_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,10,archive; n_gauges; median_tau_acf_days; median_aridity; median_zero_flow_fraction; raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction
r25_camels_aus_fourth_archive_bin_stats.csv,CAMELS-AUS fourth-archive and portability synthesis,Fig. 2; Figs. S1-S2,CAMELS-AUS; cross-archive derived tables,scripts/run_r25_camels_aus_fourth_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,7,axis; bin; n_gauges; coord_median; beta_median; beta_iqr; beta_variance
r25_camels_aus_fourth_archive_gauge_summary.csv,CAMELS-AUS fourth-archive and portability synthesis,Fig. 2; Figs. S1-S2,CAMELS-AUS; cross-archive derived tables,scripts/run_r25_camels_aus_fourth_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,196,gauge_id; start_date_used; end_date_used; n_years; missing_fraction; zero_flow_fraction; tau_acf_days; n_beta_rows
r25_camels_aus_fourth_archive_random_tau_null.csv,CAMELS-AUS fourth-archive and portability synthesis,Fig. 2; Figs. S1-S2,CAMELS-AUS; cross-archive derived tables,scripts/run_r25_camels_aus_fourth_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,6,raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins; draw
r25_camels_aus_fourth_archive_storage_proxy_associations.csv,CAMELS-AUS fourth-archive and portability synthesis,Fig. 2; Figs. S1-S2,CAMELS-AUS; cross-archive derived tables,scripts/run_r25_camels_aus_fourth_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,9,attribute; attribute_type; n; spearman_rho_logtau; p_value; partial_rank_rho_logtau; partial_p_value; q_value_bh
r25_camels_aus_fourth_archive_strata_metrics.csv,CAMELS-AUS fourth-archive and portability synthesis,Fig. 2; Figs. S1-S2,CAMELS-AUS; cross-archive derived tables,scripts/run_r25_camels_aus_fourth_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,10,raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins; stratifier; stratum; n_gauges
r25_camels_aus_fourth_archive_subsample_stability.csv,CAMELS-AUS fourth-archive and portability synthesis,Fig. 2; Figs. S1-S2,CAMELS-AUS; cross-archive derived tables,scripts/run_r25_camels_aus_fourth_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,7,raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins; draw; n_gauges
r25_four_archive_portability_synthesis_archive_summary.csv,CAMELS-AUS fourth-archive and portability synthesis,Fig. 2; Figs. S1-S2,CAMELS-AUS; cross-archive derived tables,scripts/run_r25_camels_aus_fourth_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,7,archive; region; n_gauges; median_tau_acf_days; median_aridity; variance_reduction_fraction; evidence_class
r25_four_archive_portability_synthesis_proxy_summary.csv,CAMELS-AUS fourth-archive and portability synthesis,Fig. 2; Figs. S1-S2,CAMELS-AUS; cross-archive derived tables,scripts/run_r25_camels_aus_fourth_archive.py,derived non-sensitive CSV; raw third-party data not redistributed,5,archive; proxy; partial_rank_rho_logtau; partial_q_value; proxy_group
r26_four_archive_uncertainty_bootstrap_draws.csv,Four-archive bootstrap uncertainty,Fig. 2; Figs. S1-S2,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS,scripts/run_r26_four_archive_uncertainty.py,derived non-sensitive CSV; raw third-party data not redistributed,10,raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins; raw_n_gauge_bin_pairs; de_n_gauge_bin_pairs; archive
r26_four_archive_uncertainty_summary.csv,Four-archive bootstrap uncertainty,Fig. 2; Figs. S1-S2,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS,scripts/run_r26_four_archive_uncertainty.py,derived non-sensitive CSV; raw third-party data not redistributed,10,archive; n_gauges; observed_reduction_fraction; bootstrap_median_reduction_fraction; bootstrap_ci_low_fraction; bootstrap_ci_high_fraction; probability_positive; bootstrap_sd_fraction
r27_camels_dk_groundwater_storage_validation_archive_metrics.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,15,archive; n_gauges; median_tau_acf_days; raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; subsample_median_reduction_fraction; subsample_ci95_low_reduction_fraction
r27_camels_dk_groundwater_storage_validation_bin_stats.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,7,axis; bin; n_gauges; coord_median; beta_median; beta_iqr; beta_variance
r27_camels_dk_groundwater_storage_validation_coordinate_sensitivity.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,8,coordinate; label; n_gauges; raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins
r27_camels_dk_groundwater_storage_validation_curves.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,7,gauge_id; frequency; frequency_cpd; de; beta; tau_days; tau_acf_days
r27_camels_dk_groundwater_storage_validation_evidence_ladder.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,5,evidence_level; status; score; claim_boundary; support
r27_camels_dk_groundwater_storage_validation_gauge_summary.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,27,gauge_id; filename; n_years; missing_fraction; status; reason; start_date_used; end_date_used
r27_camels_dk_groundwater_storage_validation_random_tau_null.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,7,raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins; draw; n_gauges
r27_camels_dk_groundwater_storage_validation_storage_proxy_associations.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,10,evidence_class; variable; label; n; spearman_rho; p_value; partial_rho; partial_p_value
r27_camels_dk_groundwater_storage_validation_storage_state_memory_associations.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,10,evidence_class; variable; label; n; spearman_rho; p_value; partial_rho; partial_p_value
r27_camels_dk_groundwater_storage_validation_subsample_stability.csv,CAMELS-DK lowland groundwater/storage stress test,Fig. 2; Fig. S4,CAMELS-DK,scripts/run_r27_camels_dk_groundwater_storage_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,7,raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_fraction; raw_n_bins; de_n_bins; draw; n_gauges
r28_tracer_compatibility_validation_camels_chem_associations.csv,Tracer-facing compatibility and causal-boundary screen,Fig. S5,CAMELS-Chem; Plynlimon tracer supplement; CAMELS-US,scripts/run_r28_tracer_compatibility_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,11,aggregation; metric; metric_label; n_gauges; spearman_rho; spearman_p; partial_controls; partial_rho
r28_tracer_compatibility_validation_camels_chem_gauge_metrics.csv,Tracer-facing compatibility and causal-boundary screen,Fig. S5,CAMELS-Chem; Plynlimon tracer supplement; CAMELS-US,scripts/run_r28_tracer_compatibility_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,16,gauge_id; n_constituents; median_samples; max_span_years; median_inverse_chem_damping; median_abs_cq_slope; median_cq_spearman; median_cq_r2
r28_tracer_compatibility_validation_camels_chem_pair_metrics.csv,Tracer-facing compatibility and causal-boundary screen,Fig. S5,CAMELS-Chem; Plynlimon tracer supplement; CAMELS-US,scripts/run_r28_tracer_compatibility_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,18,gauge_id; constituent; constituent_group; n_samples; span_years; first_date; last_date; sd_log_concentration
r28_tracer_compatibility_validation_evidence_ladder.csv,Tracer-facing compatibility and causal-boundary screen,Fig. S5,CAMELS-Chem; Plynlimon tracer supplement; CAMELS-US,scripts/run_r28_tracer_compatibility_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,5,evidence_level; status; score; claim_boundary; support
r28_tracer_compatibility_validation_plynlimon_flow_memory_proxy.csv,Tracer-facing compatibility and causal-boundary screen,Fig. S5,CAMELS-Chem; Plynlimon tracer supplement; CAMELS-US,scripts/run_r28_tracer_compatibility_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,8,cadence; stream_site; n_flow_samples; span_years; median_flow_m3s; sd_log_flow; sampling_sequence_lag1_spearman; lag1_p
r28_tracer_compatibility_validation_plynlimon_tracer_damping.csv,Tracer-facing compatibility and causal-boundary screen,Fig. S5,CAMELS-Chem; Plynlimon tracer supplement; CAMELS-US,scripts/run_r28_tracer_compatibility_validation.py,derived non-sensitive CSV; raw third-party data not redistributed,13,dataset; cadence; stream_site; variable; input_site; n_input; n_stream; input_sd
r30_mechanism_evidence_mother_figure_source.csv,Mechanism-evidence synthesis figure source,Fig. 1,Cross-archive derived tables,scripts/make_r30_mechanism_evidence_mother_figure.py,derived non-sensitive CSV; raw third-party data not redistributed,4,archive; role; beta_variance_reduction_percent; source_table
r31_gauge_level_ar1_boundary_attribute_correlations.csv,Gauge-level matched-AR(1) residual boundary,Fig. S6,CAMELS-US; CAMELS-GB v2,scripts/run_r31_gauge_level_ar1_boundary.py,derived non-sensitive CSV; raw third-party data not redistributed,6,archive; attribute; n; spearman_rho; p_value; q_value
r31_gauge_level_ar1_boundary_gauge_scores.csv,Gauge-level matched-AR(1) residual boundary,Fig. S6,CAMELS-US; CAMELS-GB v2,scripts/run_r31_gauge_level_ar1_boundary.py,derived non-sensitive CSV; raw third-party data not redistributed,10,gauge_id; raw_residual_sq; raw_median_abs_residual; raw_n_bins; de_residual_sq; de_median_abs_residual; de_n_bins; ar1_residual_de_reduction
r31_gauge_level_ar1_boundary_strata.csv,Gauge-level matched-AR(1) residual boundary,Fig. S6,CAMELS-US; CAMELS-GB v2,scripts/run_r31_gauge_level_ar1_boundary.py,derived non-sensitive CSV; raw third-party data not redistributed,8,stratum; n; median_reduction; positive_fraction; q25; q75; archive; stratifier
r31_gauge_level_ar1_boundary_summary.csv,Gauge-level matched-AR(1) residual boundary,Fig. S6,CAMELS-US; CAMELS-GB v2,scripts/run_r31_gauge_level_ar1_boundary.py,derived non-sensitive CSV; raw third-party data not redistributed,16,archive; n_gauges; median_reduction; median_reduction_ci_low; median_reduction_ci_high; mean_reduction; positive_gauges; positive_fraction
r33_matched_ar1_ensemble_draw_metrics.csv,Multi-draw gauge-matched AR(1) ensemble and null-calibrated score,Fig. 4,CAMELS-US; CAMELS-GB v2,scripts/run_r33_matched_ar1_ensemble.py; scripts/run_r33_null_calibrated_ensemble_summary.py,derived non-sensitive CSV; raw third-party data not redistributed,10,archive; family; draw; raw_axis_weighted_variance; de_axis_weighted_variance; reduction_vs_raw; raw_bins_used; de_bins_used
r33_matched_ar1_ensemble_gauge_diagnostics.csv,Multi-draw gauge-matched AR(1) ensemble and null-calibrated score,Fig. 4,CAMELS-US; CAMELS-GB v2,scripts/run_r33_matched_ar1_ensemble.py; scripts/run_r33_null_calibrated_ensemble_summary.py,derived non-sensitive CSV; raw third-party data not redistributed,8,archive; gauge_id; family; draw; status; reason; tau_acf_days; n_curve_points
r33_matched_ar1_ensemble_summary.csv,Multi-draw gauge-matched AR(1) ensemble and null-calibrated score,Fig. 4,CAMELS-US; CAMELS-GB v2,scripts/run_r33_matched_ar1_ensemble.py; scripts/run_r33_null_calibrated_ensemble_summary.py,derived non-sensitive CSV; raw third-party data not redistributed,10,archive; family; observed_reduction; null_median_reduction; null_p05_reduction; null_p95_reduction; observed_minus_null_median; n_null_draws
r33_null_calibrated_ensemble_summary.csv,Multi-draw gauge-matched AR(1) ensemble and null-calibrated score,Fig. 4,CAMELS-US; CAMELS-GB v2,scripts/run_r33_matched_ar1_ensemble.py; scripts/run_r33_null_calibrated_ensemble_summary.py,derived non-sensitive CSV; raw third-party data not redistributed,18,archive; observed_de_reduction_percent; matched_ar1_null_reduction_percent; matched_ar1_null_p05_percent; matched_ar1_null_p95_percent; null_adjusted_excess_percent; observed_to_matched_ar1_ratio; matched_ar1_null_draws
r35_archive_filter_audit_summary.csv,Five-archive Fig. 2 alignment, shuffled-memory null and filter audit,Fig. 2; Fig. 3; Methods: archive filtering,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK,scripts/make_r35_five_archive_fig2.py,derived non-sensitive CSV; raw third-party data not redistributed,7,archive; analysis_ready_gauges; record_length_rule; missingness_rule; gap_interpolation_rule; spectral_window_rule; source_table
r35_fig2_five_archive_alignment_source.csv,Five-archive Fig. 2 alignment, shuffled-memory null and filter audit,Fig. 2; Fig. 3; Methods: archive filtering,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK,scripts/make_r35_five_archive_fig2.py,derived non-sensitive CSV; raw third-party data not redistributed,36,archive; n_gauges; observed_fraction; bootstrap_median_fraction; ci_low_fraction; ci_high_fraction; probability_positive; claim_class
r35_fig4_robustness_support_source.csv,Five-archive Fig. 2 alignment, shuffled-memory null and filter audit,Fig. 2; Fig. 3; Methods: archive filtering,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK,scripts/make_r35_five_archive_fig2.py,derived non-sensitive CSV; raw third-party data not redistributed,31,analysis_group; method; axis_column; weighted_beta_variance; n_units; n_bins_used; n_unit_bin_values; variance_reduction_vs_raw
r36_construct_validity_diagnostics.csv,De construct-validity and seasonality diagnostics,Fig. 4; Fig. S8; Supplementary Note 9; Methods: multiscale and construct-validity controls,CAMELS-US; CAMELS-GB v2; CAMELS-BR; CAMELS-AUS; CAMELS-DK; synthetic controls,scripts/run_r36_construct_validity_diagnostics.py,derived non-sensitive CSV; raw third-party data not redistributed,14,diagnostic_family; archive; n_gauges; n_curve_points; spearman_log_frequency_log_tau; spearman_beta_log_tau; spearman_beta_log_frequency; spearman_beta_log_de
r36_multiscale_process_family_nulls_curves.csv,Multiscale and long-memory process-family null controls,Fig. 4; Fig. S8; Supplementary Note 9; Methods: multiscale and construct-validity controls,Synthetic simulations; CAMELS-US/GB gauge-matched script scaffold,scripts/run_r36_multiscale_process_family_nulls.py; scripts/run_r36_multiscale_memory_nulls.py,derived non-sensitive CSV; raw third-party data not redistributed,9,series_id; scenario_group; target_tau_days; replicate; tau_acf_days; frequency; frequency_cpd; de
r36_multiscale_process_family_nulls_metrics.csv,Multiscale and long-memory process-family null controls,Fig. 4; Fig. S8; Supplementary Note 9; Methods: multiscale and construct-validity controls,Synthetic simulations; CAMELS-US/GB gauge-matched script scaffold,scripts/run_r36_multiscale_process_family_nulls.py; scripts/run_r36_multiscale_memory_nulls.py,derived non-sensitive CSV; raw third-party data not redistributed,8,scenario_group; n_series; raw_weighted_beta_variance; de_weighted_beta_variance; variance_reduction_vs_raw; variance_ratio_de_over_raw; raw_bins_used; de_bins_used
r36_multiscale_process_family_nulls_series.csv,Multiscale and long-memory process-family null controls,Fig. 4; Fig. S8; Supplementary Note 9; Methods: multiscale and construct-validity controls,Synthetic simulations; CAMELS-US/GB gauge-matched script scaffold,scripts/run_r36_multiscale_process_family_nulls.py; scripts/run_r36_multiscale_memory_nulls.py,derived non-sensitive CSV; raw third-party data not redistributed,13,series_id; scenario_group; target_tau_days; replicate; tau_acf_days; n_beta_rows; mean_beta_all; median_beta_all
r37_gauge_matched_analytic_nulls_summary.csv,Full-archive gauge-matched analytic stochastic-memory nulls,Fig. 4; Fig. S9; Supplementary Note 10; Methods: gauge-matched analytic nulls,CAMELS-US; CAMELS-GB v2; analytic PSD families,scripts/run_r37_gauge_matched_analytic_nulls.py,derived non-sensitive CSV; raw third-party data not redistributed,22,archive; family; d_value; observed_reduction; null_reduction; observed_minus_null; observed_raw_axis_weighted_variance; observed_de_axis_weighted_variance
r39_open_model_intercomparison_lstm_training_log.csv,Open GR4J/HBV-Edu/LSTM hydrological model benchmark,Fig. 5,CAMELS-GB v2,scripts/run_r39_open_model_intercomparison.py,derived non-sensitive CSV; raw third-party data not redistributed,2,epoch; mean_masked_mse
r39_open_model_intercomparison_metrics.csv,Open GR4J/HBV-Edu/LSTM hydrological model benchmark,Fig. 5,CAMELS-GB v2,scripts/run_r39_open_model_intercomparison.py,derived non-sensitive CSV; raw third-party data not redistributed,32,gauge_id; model_type; model_label; n_eval_years; train_nse; eval_nse; eval_kge; obs_tau_eval_days
